ID,Example_ID,Language_ID,Text_ID,Original_Primary_Text,Primary_Text,Analyzed_Word,Analyzed_Word_Morphemes,Gloss,Part_Of_Speech,Original_Translated_Text,Translated_Text,Comment,Pattern,Discontinuous,Intervening,Animacy,Type,Order,Argument,Role,Positions,Value,Particle,Genre,Source
derbyshire-1965-p-013-the-origin-of-plants-002,derbyshire-1965-p-013-the-origin-of-plants-002,hix,the-origin-of-plants,oske kanye moká nexeye ahakheno.,Oske kanye mokï nexeye ahakheno.,oske	ka-nye	mokï	n-exe-ye	ahakheno,oske  ka  -nye mokï   n-   exe -ye    ahakheno,thus	say-A	3AnRm	3Sa-Cop-DPst1	my.deceased.father,A	N	DPro	Va	N	,,"My late father was the one, the one who said it thus.",*oske kanye mokï* ‘the thus-sayer’,,,,,,,,,,X,,story,derbyshire1965textos[13]
derbyshire-1965-p-016-the-origin-of-night-and-darkness-002,derbyshire-1965-p-016-the-origin-of-night-and-darkness-002,hix,the-origin-of-night-and-darkness,oske kanye moká nexeye ahakheno.,Oske kanye mokï nexeye ahakheno.,oske	ka-nye	mokï	n-exe-ye	ahakheno,oske  ka  -nye mokï  n-   exe -ye    ahakheno,thus	say-A	3AnRm	3Sa-Cop-DPst1	my.deceased.father,A	N	DPro	Va	N	,,"My late father was the one, the one who told it thus.",*oske kanye mokï* ‘the thus-sayer’,,,,,,,,,,X,,story,derbyshire1965textos[16]
derbyshire-1965-p-016-the-origin-of-night-and-darkness-006,derbyshire-1965-p-016-the-origin-of-night-and-darkness-006,hix,the-origin-of-night-and-darkness,"kamámá tatawo, áto yohá nehxakoná.","Kamïmï thatawo, ïto yohï nehxakonï.",kamïmï	thatawo	ïto	y-ohï	n-eh-xakonï,kamïmï  thatawo  ïto   y-   ehï   n-   exe -yakonï,sun	upright	there	Rel-chief	3Sa-Cop-DPst2,N	A	A	N	Va	,,"The sun was standing, the ruler there (i.e. the sun remained high in the sky, as at mid-day).",A + LK-N?,,,,,,,,,,n,,story,derbyshire1965textos[16]
derbyshire-1965-p-017-the-origin-of-night-and-darkness-021,derbyshire-1965-p-017-the-origin-of-night-and-darkness-021,hix,the-origin-of-night-and-darkness,"tomsárá yonyxe-tá tekoná, anaro yowto-hona.","Tomsïrï yonyxe=tï tekonï, anaro yowto=hona.",t-omsï-rï	y-ony-xe	tï	0-te-konï	anaro	y-owto	hona,t-   emsï     -rï  y-   enye -so   tï   n-   to -yakonï anaro y-   ewto    hona,3R-daughter-Pos	Rel-see-Sup	Hrsy	3Sa-go-DPst2	other	Rel-village	Dir,N	Vt	Ptc	Va	N	N	Pp	,,"He went to the village of another, purposing to see his daughter.",example of possessive construction + POSTP,,,,,,,,,,n,,story,derbyshire1965textos[17]
derbyshire-1965-p-019-the-origin-of-night-and-darkness-081,derbyshire-1965-p-019-the-origin-of-night-and-darkness-081,hix,the-origin-of-night-and-darkness,"amna nawanyeko-ha, mosoná hanahtorá-wya, ketxkoná-hatá, kekoná-hatá noro horykomo.","Amna nawanyeko=ha, mosonï hanahtorï=wya, ketxkonï=hatï, kekonï=hatï noro horykomo.",amna	n-awanye-ko	ha	mosonï	0-hana-hto-rï	wya	0-ke-txkonï	hatï	0-ke-konï	hatï	**noro**	**horykomo**,amna  n-   awana    -yako  ha     mosonï  0-   hana -hïto    -rï  wya n-   ka  -yatxkonï  hatï n-   ka  -yakonï hatï noro   horykomo,1+3	3Sa-get.dark-RPst1	Intens	3AnPx	Rel-ear-Neg.Act-Pos	Agt	3Sa-say-DPst2:Col	Hrsy	3Sa-say-DPst2	Hrsy	3AnAna	chief.man,Pro	Vo	Ptc	DPro	N	Pp	Va	Ptc	Va	Ptc	DPro	N	,,"""We were in darkness, through the foolishness of this one,"" they said, he, the chief man, said.","This one is interesting because it is *noro* and not a demonstrative. Also, the translation has a comma there.",DEM N,False,,hum,DEM+N,DEM N,False,s,"11,12",np,,story,derbyshire1965textos[19]
derbyshire-1965-p-023-the-origin-of-the-moon-024,derbyshire-1965-p-023-the-origin-of-the-moon-024,hix,the-origin-of-the-moon,"nuxe-rma mokro raheno-ha, kekoná-hatá, wosá.","Nuxe=rma mokro raheno=ha, kekonï=hatï, wosï.",**nuxe**	rma	**mokro**	r-ahe-no	ha	0-ke-konï	hatï	wosï,nuxe         rma   mokro   r-   ahe    -no   ha     n-   ka  -yakonï hatï wosï,1:yngr.sblng	Same	3AnMd	1O-seduce-IPst	Intens	3Sa-say-DPst2	Hrsy	woman,N	Ptc	DPro	Vt	Ptc	Va	Ptc	N	,,"""My younger brother (is) the one (who) seduced me,"" said the woman.",[*nuxe rma*] [*mokro*],N PART DEM,True,PART,hum,DEM+N,N DEM,False,a,"1,3",part,rma,story,derbyshire1965textos[23]
derbyshire-1965-p-023-the-origin-of-the-moon-025,derbyshire-1965-p-023-the-origin-of-the-moon-025,hix,the-origin-of-the-moon,"royananátho mokro rohoko naye, kekoná-hatá, wosá-ha.","Royananïtho mokro rohoko naye, kekonï=hatï, wosï=ha.",ro-yana-nï-tho	mokro	ro-hoko	n-a-ye	0-ke-konï	hatï	wosï	ha,r-   yana     -nï  -tho mokro   r-   hoko  n-   exe -ye    n-   ka  -yakonï hatï wosï  ha,1-relative-Pos-Pst	3AnMd	1-about	3Sa-Cop-DPst1	3Sa-say-DPst2	Hrsy	woman	Intens,N	DPro	Pp	Va	Va	Ptc	N	Ptc	,,"""My blood relation (within the forbidden degrees) is the one occupied with me,"" said the woman.","'is the one occupied with me’ > nonverbal predication, without any (pseudo-)nps?",,,,,,,,,,n,,story,derbyshire1965textos[23]
derbyshire-1965-p-024-the-origin-of-the-moon-029,derbyshire-1965-p-024-the-origin-of-the-moon-029,hix,the-origin-of-the-moon,tenyenohnï-mak-hatá waywá.,Thenyenohnï=mak=hatï waywï.,thenyenohnï	mak	hatï	waywï,thenyenohnï make   hatï waywï,many	Advers	Hrsy	arrow,N	Ptc	Ptc	N	,,The arrows (were) ones that were very many.,nvp w/o copula,,,,,,,,,,n,,story,derbyshire1965textos[24]
derbyshire-1965-p-025-the-origin-of-the-moon-060,derbyshire-1965-p-025-the-origin-of-the-moon-060,hix,the-origin-of-the-moon,oske kanye moká nexeye ahakheno.,Oske kanye mokï nexeye ahakheno.,oske	ka-nye	mokï	n-exe-ye	ahakheno,oske  ka  -nye mokï   n-   exe -ye    ahakheno,thus	say-A	3AnRm	3Sa-Cop-DPst1	my.deceased.father,A	N	DPro	Va	N	,,"My late father was the one, the one who said it thus.",*oske kanye mokï* ‘the thus-sayer’,,,,,,,,,,X,,story,derbyshire1965textos[25]
derbyshire-1965-p-025-the-origin-of-the-moon-070,derbyshire-1965-p-025-the-origin-of-the-moon-070,hix,the-origin-of-the-moon,oske átosaho-tá mokro.,Oske ïtosaho=tï mokro.,oske	ï-to-saho	tï	mokro,oske  ï-   to -saho    tï   mokro,thus	Gen-go-Gen.O/S	Hrsy	3AnMd,A	N	Ptc	DPro	,,He (is) the one who went like that.,nvp w/o copula,,,,,,,,,,n,,story,derbyshire1965textos[25]
derbyshire-1965-p-030-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-067,derbyshire-1965-p-030-the-origins-of-the-buzzard-the-sloth-and-the-land-turtle-067,hix,the-origins-of-the-buzzard-the-sloth-and-the-land-turtle,"a.., onokna-rma kana-heno yehtoko-hatá.","A..., onokna=rma kana=heno yehtoko=hatï.",a	**onokn**	rma	**kana**	heno	y-eh-0-toko	hatï,a     enokna   rma  kana heno  y-   exe -nï  -toko   hatï,ah!	creature	Same	fish	Quant	Rel-Cop-Nzr-Simult	Hrsy,Intj	N	Ptc	N	Ptc	A	Ptc	,,"Sound expressing, surprise, (at the) creatures, when their being so many fish.",[*onokna rma*] [*kana heno*],N PART N PART,True,PART,anim,N+N,N N,True,possr,"2,4",part,rma,story,derbyshire1965textos[30]
derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-004,derbyshire-1965-p-037-the-buzzard-people-and-their-servant-the-sloth-004,hix,the-buzzard-people-and-their-servant-the-sloth,"marará, taknyohnye, ketxkoná-hatá, áwya, noro-heno-wya, xofrye-heno-wya-ha","Mararï, taknyohnye, ketxkonï=hatï, ïwya, noro=heno=wya, xofrye=heno=wya=ha.",mararï	t-ak-nyoh-nye	0-ke-txkonï	hatï	ï-wya	noro	heno	wya	xofrye	heno	wya	ha,mararï   t-    ake  -nohï -nye  n-   ka  -yatxkonï  hatï ï-   wya  noro   heno wya  xofrye   heno wya ha,field	1+2A-burn-Tvzr-Hort	3Sa-say-DPst2:Col	Hrsy	3-Dat	3AnAna	Dead	Dat	sloth.sp	Dead	Dat	Intens,N	Vt	Va	Ptc	Pp	DPro	Ptc	Pp	N	Ptc	Pp	Ptc	,,"""Let us burn it, the field,"" they said to him, to that one, to the sloth.",Interesting increasing elaboration,,,,,,,,,,n,,story,derbyshire1965textos[37]
derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-076,derbyshire-1965-p-039-the-buzzard-people-and-their-servant-the-sloth-076,hix,the-buzzard-people-and-their-servant-the-sloth,"oná-tá enyhoryeko, pepe yahoná, kekoná-hatá áhetxe.","Onï=tï enyhoryeko, pepe yahonï, kekonï=hatï ïhetxe.",onï	tï	0-enyhorye-ko	epepe	y-aho-nï	0-ke-konï	hatï	ï-he-txe,onï   tï   0-   enyhorye -ko    epepe        y-   aho   -nï  n-   ka  -yakonï hatï ï-   he   -txe,3InPx	Hrsy	3-make-Imper	1:oldr.brthr	Rel-stool-Pos	3Sa-say-DPst2	Hrsy	3-wife-Pos,DPro	Ptc	Vt	N	N	Va	Ptc	N	,,"""Make this, my older brother's seat,"" said his wife.",Suspicious comma,,,,,,,,,,n,,story,derbyshire1965textos[39]
derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-109,derbyshire-1965-p-040-the-buzzard-people-and-their-servant-the-sloth-109,hix,the-buzzard-people-and-their-servant-the-sloth,"oná-ha, támko-ha, oyeheka-wya-ha, kekoná-hatá.","Onï=ha, tïmko=ha, oyeheka=wya=ha, kekonï=hatï.",onï	ha	t-ïm-ko	ha	oy-eheka	wya	ha	0-ke-konï	hatï,onï   ha     t-   ïmï  -ko    ha     o-   eheka   wya ha     n-   ka  -yakonï hatï,3InPx	Intens	Gen-give-Imper	Intens	2-brother	Dat	Intens	3Sa-say-DPst2	Hrsy,DPro	Ptc	Vt	Ptc	N	Pp	Ptc	Va	Ptc	,,"""Give this to your brother,"" he said.",Many commas,,,,,,,,,,n,,story,derbyshire1965textos[40]
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-052,derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-052,hix,the-origin-of-mawarye-and-woxka,"áro-yarye toye-ha, kamara-yana-komo yosamará-yarye, sáh sáh sáh sáh sáh","Ïro=yarye toye=ha, kamarayana=komo yosamarï=yarye, sïh sïh sïh sïh sïh.",ïro	y-arye	0-to-ye	ha	kamara-yana	komo	y-osama-rï	y-arye	sïh	sïh	sïh	sïh	sïh,ïro    y-   arye n-   to -ye    ha     kamara -yana   komo y-   asama -rï  y-   arye sïh  sïh  sïh  sïh  sïh,3InAna	Rel-Perl	3Sa-go-DPst1	Intens	jaguar-people	Col	Rel-path-Pos	Rel-Perl	walk	walk	walk	walk	walk,DPro	Pp	Va	Ptc	N	Ptc	N	Pp	Ideo	Ideo	Ideo	Ideo	Ideo	,,"She went along it, along the trail of the jaguar people, action of walking.",good example of [[N Ptc] N],,,,,,,,,,n,,story,derbyshire1965textos[45]
derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-053,derbyshire-1965-p-045-the-origin-of-mawarye-and-woxka-053,hix,the-origin-of-mawarye-and-woxka,"áhpo owto-hona, nyamoro-waka-hatá, kamara-yana-komo-waka, áhpo.","Ïhpo owto=hona, nyamoro=waka=hatï, kamarayana=komo=waka, ïhpo.",ïhpo	owto	hona	nyamoro	waka	hatï	kamara-yana	komo	waka	ïhpo,ïhpo     ewto    hona nyamoro   waka  hatï kamara -yana   komo waka  ïhpo,come.out	village	Dir	3AnAnaCol	Illat	Hrsy	jaguar-people	Col	Illat	come.out,Ideo	N	Pp	Pro	Pp	Ptc	N	Ptc	Pp	Ideo	,,"Action of coming out into the open, into the village, to them, to the jaguar people, action of coming out into the open.",elaboration pattern,,,,,,,,,,n,,story,derbyshire1965textos[45]
derbyshire-1965-p-048-the-origin-of-mawarye-and-woxka-117,derbyshire-1965-p-048-the-origin-of-mawarye-and-woxka-117,hix,the-origin-of-mawarye-and-woxka,"henta áro-ha, uhputhuthuru, ketxkoná-hatá.","Henta ïro=ha, uhputhuthuru, ketxkonï=hatï.",henta	ïro	ha	u-hputhu-thuru	0-ke-txkonï	hatï,henta  ïro    ha     ï-   hputhu -thïrï   n-   ka  -yatxkonï  hatï,where	3InAna	Intens	3-shell-Pst:Pos	3Sa-say-DPst2:Col	Hrsy,Intrg	DPro	Ptc	N	Va	Ptc	,,"""Where (is) it, its shell ?"", they said.",afterthought,,,,,,,,,,n,,story,derbyshire1965textos[48]
derbyshire-1965-p-049-the-origin-of-mawarye-and-woxka-153,derbyshire-1965-p-049-the-origin-of-mawarye-and-woxka-153,hix,the-origin-of-mawarye-and-woxka,"oná-ha otxetko, ketxkoná-hatá, áwya-ha, notxwa-komo-wya-ha.","Onï=ha otxetho, ketxkonï=hatï, ïwya=ha, notxwakomo=wya=ha.",onï	ha	otxetho	0-ke-txkonï	hatï	ï-wya	ha	notxwakomo	wya	ha,onï   ha     otxetho     n-   ka  -yatxkonï  hatï ï-   wya ha     notxwakomo wya ha,3InPx	Intens	grandmother	3Sa-say-DPst2:Col	Hrsy	3-Dat	Intens	old.woman	Dat	Intens,DPro	Ptc	N	Va	Ptc	Pp	Ptc	N	Pp	Ptc	,,"This (is it), old woman,"" they said to her, to the grandmother.",elaboration pattern,,,,,,,,,,n,,story,derbyshire1965textos[49]
derbyshire-1965-p-050-the-origin-of-mawarye-and-woxka-160,derbyshire-1965-p-050-the-origin-of-mawarye-and-woxka-160,hix,the-origin-of-mawarye-and-woxka,"yakeno moro-ha, ketxkoná-hatá, nyamoro.","Yakeno moro=ha, ketxkonï=hatï, nyamoro.",yake-no	moro	ha	0-ke-txkonï	hatï	nyamoro,yake -no  moro  ha     n-   ka  -yatxkonï  hatï nyamoro,many-Nzr	3InMd	Intens	3Sa-say-DPst2:Col	Hrsy	3AnAnaCol,N	DPro	Ptc	Va	Ptc	Pro	,,"""That (is) a lot,"" they say.",afterthought,,,,,,,,,,n,,story,derbyshire1965textos[50]
derbyshire-1965-p-052-the-origin-of-mawarye-and-woxka-235,derbyshire-1965-p-052-the-origin-of-mawarye-and-woxka-235,hix,the-origin-of-mawarye-and-woxka,"etená oske nkeno, woxka-y, kekoná-hatá, mawarye, towtá-wya.","Etenï oske nkeno, Woxka=y, kekonï=hatï, Mawarye, towtï=wya.",etenï	oske	n-ke-no	Woxka	y	0-ke-konï	hatï	mawarye	t-owtï	wya,etenï oske  n-   ka  -yano     Woxka  y    n-   ka  -yakonï hatï mawarye   t-   ewïtï      wya,wh.In	thus	3Sa-say-Pres:Dbt	Woxka	Voc	3Sa-say-DPst2	Hrsy	Mawarye	3R-sm.sx.sblg	Dat,Intrg	A	Va	N	Ptc	Va	Ptc	N	N	Pp	,,"""What is (that) saying like that, Woxka,"" said Mawarye to his brother.",afterthought,,,,,,,,,,n,,story,derbyshire1965textos[52]
derbyshire-1965-p-053-the-origin-of-mawarye-and-woxka-245,derbyshire-1965-p-053-the-origin-of-mawarye-and-woxka-245,hix,the-origin-of-mawarye-and-woxka,"mawarye-y, kekoná-hatá, towtá-wya.","Mawarye=y, kekonï=hatï, towtï=wya.",Mawarye	y	0-ke-konï	hatï	t-owtï	wya,mawarye y    n-   ka  -yakonï hatï t-   ewïtï      wya,Mawarye	Voc	3Sa-say-DPst2	Hrsy	3R-sm.sx.sblg	Dat,N	Ptc	Va	Ptc	N	Pp	,,"""Mawarye,"" he said to his brother.",afterthought,,,,,,,,,,n,,story,derbyshire1965textos[53]
derbyshire-1965-p-060-the-wives-of-mawarye-and-woxka-005,derbyshire-1965-p-060-the-wives-of-mawarye-and-woxka-005,hix,the-wives-of-mawarye-and-woxka,horyetho moná yahuryatxkoná.,Horyetho monï yahuryatxkonï.,**horye-tho**	**monï**	y-ahur-yatxkonï,horye   -tho monï  y-   ahuru   -yatxkonï,big.one-Pst	3InRm	Rel-shut.in-DPst2:Col,N	DPro	Vt	,,"They sealed off that one, the big one.",*horyetho monï* ‘the big one’,N DEM Vt,False,,inan,DEM+N,N DEM,True,p,"1,2",np_arg,,story,derbyshire1965textos[60]
derbyshire-1965-p-060-the-wives-of-mawarye-and-woxka-008,derbyshire-1965-p-060-the-wives-of-mawarye-and-woxka-008,hix,the-wives-of-mawarye-and-woxka,"kana yowomtoho oná, kekoná-hatá, mawarye, towtá-wya-ha.","Kana yowomtoho onï, kekonï=hatï, Mawarye, towtï=wya=ha.",kana	y-owom-toho	onï	0-ke-konï	hatï	mawarye	t-owtï	wya	ha,kana  y-   owomo -toho onï   n-   ka  -yakonï hatï mawarye   t-   ewïtï      wya ha,fish	Rel-go.in-Circ	3InPx	3Sa-say-DPst2	Hrsy	Mawarye	3R-sm.sx.sblg	Dat	Intens,N	N	DPro	Va	Ptc	N	N	Pp	Ptc	,,"This (is) the thing into which go the fish,"" said Mawarye to his brother.",two afterthoughts,,,,,,,,,,n,,story,derbyshire1965textos[60]
derbyshire-1965-p-060-the-wives-of-mawarye-and-woxka-022,derbyshire-1965-p-060-the-wives-of-mawarye-and-woxka-022,hix,the-wives-of-mawarye-and-woxka,"xenytxa woxka-y, kekoná-hatá, towtá-wya, woxka-wya.","Xenytxa Woxka=y, kekonï=hatï, towtï=wya, Woxka=wya.",x-eny-txa	Woxka	y	0-ke-konï	hatï	t-owtï	wya	Woxka	wya,x-   enye -ta         Woxka  y    n-   ka  -yakonï hatï t-   ewïtï      wya Woxka  wya,Gen-see-Go.Imper:2	Woxka	Voc	3Sa-say-DPst2	Hrsy	3R-sm.sx.sblg	Dat	Woxka	Dat,Vt	N	Ptc	Va	Ptc	N	Pp	N	Pp	,,"""Go look at it, Woxka,"" he said to his brother, to Woxka.",elaboration pattern,,,,,,,,,,n,,story,derbyshire1965textos[60]
derbyshire-1965-p-061-the-wives-of-mawarye-and-woxka-034,derbyshire-1965-p-061-the-wives-of-mawarye-and-woxka-034,hix,the-wives-of-mawarye-and-woxka,"ehxera manaye, kekoná-hatá, woxka, mawarye-wya-ha.","Ehxera manaye, kekonï=hatï, Woxka, Mawarye=wya=ha.",eh-xera	ma-n-a-ye	0-ke-konï	hatï	Woxka	Mawarye	wya	ha,exe -hïra mo-   n-   exe -ye    n-   ka  -yakonï hatï Woxka   mawarye wya ha,Cop-Neg	NVis-3Sa-Cop-DPst1	3Sa-say-DPst2	Hrsy	Woxka	Mawarye	Dat	Intens,A	Va	Va	Ptc	N	N	Pp	Ptc	,,"""(There) is nothing,"" said Woxka to Mawarye.",afterthoughts,,,,,,,,,,n,,story,derbyshire1965textos[61]
derbyshire-1965-p-061-the-wives-of-mawarye-and-woxka-040,derbyshire-1965-p-061-the-wives-of-mawarye-and-woxka-040,hix,the-wives-of-mawarye-and-woxka,"ahruthuru yahyekoná, xaryemna-ha.","Ahruthuru yahyekonï, xaryemna=ha.",0-ahru-0-thuru	y-ahye-konï	xaryemna	ha,0-   ahuru -nï  -thïrï   y-   ahye  -yakonï xaryemna ha,3-cover-Nzr-Pst:Pos	Rel-shake-DPst2	otter.sp	Intens,N	Vt	N	Ptc	,,The otter was shaking the stuff covering it.,afterthought,,,,,,,,,,n,,story,derbyshire1965textos[61]
derbyshire-1965-p-061-the-wives-of-mawarye-and-woxka-045,derbyshire-1965-p-061-the-wives-of-mawarye-and-woxka-045,hix,the-wives-of-mawarye-and-woxka,"manaye-ha, kekoná-hatá, woxka, mawarye-wya-ha.","Manaye=ha, kekonï=hatï, Woxka, Mawarye=wya=ha.",man-a-ye	ha	0-ke-konï	hatï	Woxka	Mawarye	wya	ha,m-   exe -yano     ha     n-   ka  -yakonï hatï Woxka   mawarye wya ha,2Sa-Cop-Pres:Dbt	Intens	3Sa-say-DPst2	Hrsy	Woxka	Mawarye	Dat	Intens,Va	Ptc	Va	Ptc	N	N	Pp	Ptc	,,"""It is (there),"" said Woxka to Mawarye.",afterthoughts,,,,,,,,,,n,,story,derbyshire1965textos[61]
derbyshire-1965-p-061-the-wives-of-mawarye-and-woxka-052,derbyshire-1965-p-061-the-wives-of-mawarye-and-woxka-052,hix,the-wives-of-mawarye-and-woxka,"áhoko-tá nehxatxkoná-ha, mawarye-komo-ha, woxka-komo.","Ïhoko=tï nehxatxkonï=ha, Mawarye=komo=ha, Woxka=komo.",ï-hoko	tï	n-eh-xatxkonï	ha	Mawarye	komo	ha	Woxka	komo,ï-   hoko  tï   n-   exe -yatxkonï  ha     mawarye komo ha     Woxka  komo,3-about	Hrsy	3Sa-Cop-DPst2:Col	Intens	Mawarye	Col	Intens	Woxka	Col,Pp	Ptc	Va	Ptc	N	Ptc	Ptc	N	Ptc	,,Both Mawarye and Woxka were occupied with her.,afterthoughts,,,,,,,,,,n,,story,derbyshire1965textos[61]
derbyshire-1965-p-062-the-wives-of-mawarye-and-woxka-059,derbyshire-1965-p-062-the-wives-of-mawarye-and-woxka-059,hix,the-wives-of-mawarye-and-woxka,"namotohkatxowná-hatá, mawarye-komo, woxka-komo.","Namotohkatxownï=hatï, Mawarye=komo, Woxka=komo.",n-amotoh-ka-txownï	hatï	Mawarye	komo	Woxka	komo,n-   amotoCV -ka   -txownï    hatï mawarye  komo     Woxka  komo,3AO-tire-Tvzr-DPst1:Col	Hrsy	Mawarye	Col	Woxka	Col,Vt	Ptc	N	Ptc	N	Ptc	,,Mawarye and Woxka exhausted her.,afterthoughts,,,,,,,,,,n,,story,derbyshire1965textos[62]
derbyshire-1965-p-062-the-wives-of-mawarye-and-woxka-071,derbyshire-1965-p-062-the-wives-of-mawarye-and-woxka-071,hix,the-wives-of-mawarye-and-woxka,"moyorono mokyamo-ha, woráskomo-heno-ha, kekoná-hatá, xaryemna-ha.","Moyorono mokyamo=ha, worïskomo=heno=ha, kekonï=hatï, xaryemna=ha.",moyoro-no	mokyamo	ha	worïskomo	heno	ha	0-ke-konï	hatï	xaryemna	ha,moyoro          -no  mokyamo  ha     worïskomo heno  ha     n-   ka  -yakonï hatï xaryemna ha,different.place-Nzr	3AnRmCol	Intens	women	Quant	Intens	3Sa-say-DPst2	Hrsy	otter.sp	Intens,N	DPro	Ptc	N	Ptc	Ptc	Va	Ptc	N	Ptc	,,"""They (are) ones far away, the women,"" said the otter.",afterthought with intervening particle,,,,,,,,,,n,,story,derbyshire1965textos[62]
derbyshire-1965-p-064-the-wives-of-mawarye-and-woxka-119,derbyshire-1965-p-064-the-wives-of-mawarye-and-woxka-119,hix,the-wives-of-mawarye-and-woxka,"wosá yanámye, kanye moká nexeye-heno.","Wosï yanïmye, kanye mokï nexeye=heno.",wosï	y-anïm-ye	ka-nye	mokï	n-exe-ye	heno,wosï  y-   anïmï -ye    ka  -nye mokï   n-   exe -ye    heno,woman	Rel-lift-DPst1	say-A	3AnRm	3Sa-Cop-DPst1	Dead,N	Vt	N	DPro	Va	Ptc	,,"He lifted the women, he, the deceased was the one, the one who said it.",interesting position of heno,,,,,,,,,,n,,story,derbyshire1965textos[64]
derbyshire-1965-p-064-the-wives-of-mawarye-and-woxka-121,derbyshire-1965-p-064-the-wives-of-mawarye-and-woxka-121,hix,the-wives-of-mawarye-and-woxka,"mosoná-ha woxka, khetxe.","Mosonï=ha Woxka, khetxe.",mosonï	ha	Woxka	k-he-txe,mosonï ha     Woxka   k-   he   -txe,3AnPx	Intens	Woxka	1+2-wife-Pos,DPro	Ptc	N	N	,,"'These, Woxka, (are) our wives.",afterthought,,,,,,,,,,n,,story,derbyshire1965textos[64]
derbyshire-1965-p-066-the-wives-of-mawarye-and-woxka-162,derbyshire-1965-p-066-the-wives-of-mawarye-and-woxka-162,hix,the-wives-of-mawarye-and-woxka,"honyetko-tá nehxakoná-ha, yawonye, atxkenyhaha-xak-mak-hatá.","Honyetko=tï nehxakonï=ha, yawonye, atxkenyhaha=xak=mak=hatï.",honyetko	tï	n-eh-xakonï	ha	y-awo-nye	atxkenyhaha	xak	mak	hatï,honyetko tï   n-   exe -yakonï ha     y-   awo   -nye atxkenyhaha xako    make   hatï,fish.sp	Hrsy	3Sa-Cop-DPst2	Intens	Rel-Iness-Col	small.thing	Misfrtn	Advers	Hrsy,N	Ptc	Va	Ptc	Pp	N	Ptc	Ptc	Ptc	,,"The ""honyetko"" was inside them, having become a very small thing.",The *y-* on *y-awo-nye* is unexplained,,,,,,,,,,n,,story,derbyshire1965textos[66]
derbyshire-1965-p-067-the-wives-of-mawarye-and-woxka-196,derbyshire-1965-p-067-the-wives-of-mawarye-and-woxka-196,hix,the-wives-of-mawarye-and-woxka,"ta.., woxka-y, kekoná-hatá, áwya-ha, towtá wya.","Ta... Woxka=y, kekonï=hatï, ïwya=ha, towtï wya.",ta	Woxka	y	0-ke-konï	hatï	ï-wya	ha	t-owtï	wya,ta      Woxka  y    n-   ka  -yakonï hatï ï-   wya ha     t-   ewïtï      wya,Top.Chg	Woxka	Voc	3Sa-say-DPst2	Hrsy	3-Dat	Intens	3R-sm.sx.sblg	Dat,Ptc	N	Ptc	Va	Ptc	Pp	Ptc	N	Pp	,,"Marking change of subject, ""Woxka,"" he said to him, to his brother.",elaboration pattern,,,,,,,,,,n,,story,derbyshire1965textos[67]
derbyshire-1965-p-067-the-wives-of-mawarye-and-woxka-197,derbyshire-1965-p-067-the-wives-of-mawarye-and-woxka-197,hix,the-wives-of-mawarye-and-woxka,"Woxka-y, mosoná-ha, ohetxe, kekoná-hatá.","Woxka=y, mosonï=ha, ohetxe, kekonï=hatï.",Woxka	y	mosonï	ha	o-he-txe	0-ke-konï	hatï,Woxka  y    mosonï ha     o-   he   -txe n-   ka  -yakonï hatï,Woxka	Voc	3AnPx	Intens	2-wife-Pos	3Sa-say-DPst2	Hrsy,N	Ptc	DPro	Ptc	N	Va	Ptc	,,"""Woxka, this one (is) your wife,"" he said.",afterthought,,,,,,,,,,n,,story,derbyshire1965textos[67]
derbyshire-1965-p-067-the-wives-of-mawarye-and-woxka-201,derbyshire-1965-p-067-the-wives-of-mawarye-and-woxka-201,hix,the-wives-of-mawarye-and-woxka,"áto-tá nahxakoná-hatá, ehná-yohoye, kuthoná-ymo-yohoye-hatá.","Ïto=tï nahxakonï=hatï, ehnï=yohoye, kuthonï=ymo=yohoye=hatï.",ïto	tï	n-ah-xakonï	hatï	ehnï	y-ohoye	kuthonï	ymo	y-ohoye	hatï,ïto   tï   n-   axe -yakonï hatï ehnï  y-   ehoye  ukuthonï ymo  y-   ehoye  hatï,there	Hrsy	3AO-sex-DPst2	Hrsy	river	Rel-beside	lake	Augm	Rel-beside	Hrsy,A	Ptc	Vt	Ptc	N	Pp	N	Ptc	Pp	Ptc	,,"He was sexually intercoursing her there, beside the river, beside the big lake.",good example of [[N Ptc] Pp],,,,,,,,,,n,,story,derbyshire1965textos[67]
derbyshire-1965-p-067-the-wives-of-mawarye-and-woxka-209,derbyshire-1965-p-067-the-wives-of-mawarye-and-woxka-209,hix,the-wives-of-mawarye-and-woxka,"woxka-heno yaráye-ha, okoymo-ha.","Woxka=heno yarïye=ha, okoymo=ha.",Woxka	heno	y-arï-ye	ha	okoymo	ha,Woxka heno   y-   arï  -ye    ha     okoymo   ha,Woxka	Dead	Rel-take-DPst1	Intens	anaconda	Intens,N	Ptc	Vt	Ptc	N	Ptc	,,The anaconda took Woxka away.,good example of [[N Ptc] Vt],,,,,,,,,,n,,story,derbyshire1965textos[67]
